division,title,abstract,subjects,publication,date,keywords
FKIP24,Buku Sejarah Eropa,"Buku ajar ini merupakan sebuah tambahan bagi pemenuhan ilmu pengetahuan para mahasiswa universitas lampung fakultas keguruan dan ilmu pendidikan, jurusan IPS Khususnya Program Studi Pendidikan Sejarah tentunya. Dengan adanya buku ini diharapakan dapat menunjang aktifitas kuliah para mahasiswa calon guru sejarah","D1, D901",,2019-10-02,
